feature,anova_f,anova_pvalue,mutual_information,random_forest_importance,score_anova_norm,score_mi_norm,score_rf_norm,composite_score,selected
hepatopat_flag,2.1221551558750407,0.14721803906787528,0.11430696213450586,0.0006925324970111909,0.006037610937119293,0.28173509886322345,0.0035268764328036956,0.09709986207771548,False
grav_extre_flag,0.16412832010423417,0.685945986640123,0.11474116113036925,0.0011682584246251353,0.0004669143529914016,0.2830641045761205,0.006762268936676721,0.0967644292885962,False
alrm_sang_flag,1.4044742591432742e-05,0.9970146798548432,0.11499621999383236,0.00031107832120011377,0.0,0.28384479428267656,0.0009326222428328921,0.09492580550850316,False
sexo_masc,8.556126918966552,0.003964455807516945,0.1018121023336962,0.0017483579973240617,0.024342622833914654,0.24349056072442848,0.010707502315953731,0.0928468952914323,False
alrm_plaq_flag,2.4013061670795897,0.12328661150291456,0.10644181219128557,0.0005715444665802103,0.006831811280119625,0.2576612771664536,0.0027040418047268,0.08906571008376667,False
alrm_abdom_flag,3.6370088583802236,0.05837025940947677,0.10387468687960344,0.00017394732981221785,0.010347455006583774,0.24980376428076828,0.0,0.08671707309578403,False
alrm_hipot_flag,2.2502176745056354e-05,0.9962212716735475,0.10402176494409443,0.001325081093835472,2.4061876318222457e-08,0.2502539440135926,0.007828813471983671,0.08602759384915086,False
grav_mioc_flag,2.876620965099775,0.09189501717722866,0.09277315894645399,0.0019100185933277904,0.008184108640576447,0.21582396657141587,0.011806949392772628,0.07860500820158832,False
sexo_fem,8.210372505474501,0.004747565224954027,0.08757781207485871,0.00197560354061842,0.02335893206165357,0.1999219360770745,0.012252989926857638,0.0785112860218619,False
leucopenia_flag,0.559680218704239,0.4555300682395612,0.09315514944117265,0.0012596442171181144,0.0015922817739690146,0.2169931713705748,0.007383779959788788,0.0753230777014442,False
hematolog_flag,7.652572388243763,0.006363417940067865,0.08276185272571768,0.001476255114029489,0.021771959324142463,0.18518114314787532,0.008856941777222875,0.07193668141641356,False
auto_imune_flag,2.0820258165538026,0.15107318296896535,0.0876748818958557,0.0010600044209439494,0.005923440707479858,0.20021904949254518,0.006026037901759117,0.07072284270059472,False
