feature,anova_f,anova_pvalue,mutual_information,random_forest_importance,score_anova_norm,score_mi_norm,score_rf_norm,composite_score,selected
caso_descartado,58.92457411081136,3.093228946820558e-14,0.09701916947377676,0.0006000909521969453,0.01807576203097888,0.20623575943808048,0.005691279274755209,0.07666760024793819,False
atraso_notificacao_dias,0.3280302440059278,0.5669150360554769,0.10031252859289808,0.0008602904576005672,8.959349234322925e-05,0.2136754883629458,0.008159018618239233,0.07397470015784276,False
mani_hemor_flag,144.0805525658919,1.2293045926271633e-31,0.07932913549915988,0.0009901213415168463,0.04421433061357345,0.16627380792217006,0.009390338330943994,0.07329282562222916,False
evidencia_flag,115.2818059016906,7.034885624042291e-26,0.07752242068768656,0.0002497061272161095,0.0353745752795182,0.1621924223350778,0.002368219853009912,0.06664507248920197,False
con_fhd_flag,106.04743435183694,5.2405850464188465e-24,0.07466237359387562,0.00018481940495256174,0.03254009133074491,0.15573154931131253,0.0017528323750395233,0.06334149100569898,False
caso_inconclusivo,31.87700928771577,1.99322985584804e-08,0.071530866028225,0.0009661845354361468,0.009773530749665048,0.1486574445532437,0.009163320996567971,0.05586476543315891,False
laco_n_flag,87.86770675224473,2.7801128880297376e-20,0.05030217194048414,0.0007803022796128732,0.026959836540701124,0.10070162688225096,0.007400408514320535,0.045020623979090874,False
raca_indigena,5.901456456099712,0.015255952981827485,0.04659247127001498,0.0005548786612720989,0.0018003528063435966,0.09232137851503211,0.005262484650602414,0.033128071990659376,False
raca_branca,9.88248432199256,0.0017043243117199043,0.04235819787162565,0.0006912248696040052,0.0030223265513432004,0.08275611546950376,0.0065555958812082765,0.03077801263401841,False
criterio_clinico_epi,8.568049122804327,0.0034774691881370706,0.0349005914333953,0.0008533340984710269,0.0026188615777185775,0.0659093130644362,0.008093044314849446,0.02554040631900141,False
sexo_masc,11.227345425678761,0.0008278984379354178,0.02691014749008347,0.0009011259800234411,0.0034351307352715023,0.04785882577247255,0.008546303848233551,0.019946753451992535,False
criterio_lab,11.915048122772653,0.0005737321884860227,0.025823319262683775,0.0009153455563189149,0.003646220601638383,0.0454036706839188,0.008681162705161744,0.019243684663572975,False
raca_parda,16.729396564501286,4.561280657485903e-05,0.017648423080565356,0.0008357071950141959,0.005123981519986722,0.026936504066479187,0.007925870272390213,0.013328785286285375,False
sexo_fem,12.17032743486325,0.0005009040764422789,0.01641313199665717,0.000977343931046555,0.0037245784096027108,0.024145970002270617,0.009269157014797866,0.012379901808890398,False
plaq_menor_flag,3.156840750355094,0.07583074281076661,0.005724388992697893,1.0574065894730978e-18,0.0009578949171970977,0.0,0.0,0.0003192983057323659,False
