ibge_municipio,codigo_wmo,distancia_km,uf
4119152,A807,3.85,PR
4314456,A854,25.16,RS
4314464,B861,42.79,RS
4119251,A848,32.03,PR
4314472,B854,28.88,RS
4119202,A871,13.21,PR
3538204,A744,19.79,SP
4212908,A895,43.91,SC
2805208,A420,18.85,SE
3303955,A626,15.68,RJ
4314498,A854,27.07,RS
2108603,S108,32.2,MA
4314506,B823,0.96,RS
4213005,A859,34.78,SC
3204104,A623,36.22,ES
4314548,A840,11.03,RS
3150570,A547,34.02,MG
2208205,A347,38.64,PI
3538303,A707,42.77,SP
3538501,A769,20.72,SP
3538600,A744,20.57,SP
3150604,A570,46.26,MG
3538709,A726,4.23,SP
2208304,A335,39.28,PI
3304003,A626,14.09,RJ
2924678,A438,47.36,BA
4119400,A819,29.62,PR
3538808,A725,46.17,SP
3538907,A727,46.58,SP
2805307,A409,33.72,SE
3150802,A510,45.86,MG
3539004,A736,19.3,SP
3150901,A531,26.52,MG
3151008,A531,18.68,MG
2707107,A371,1.14,AL
3151107,A604,40.51,MG
4314555,B837,16.02,RS
3151206,A545,13.81,MG
3539103,A755,19.38,SP
3539202,A707,19.14,SP
4119509,B806,16.4,PR
1717206,A021,38.25,TO
3539301,A738,43.37,SP
4314605,B823,31.01,RS
3539400,A705,12.47,SP
4213104,A841,35.02,SC
3151305,A557,38.73,MG
5217401,A033,0.82,GO
2208403,A335,2.58,PI
2924801,A412,49.9,BA
2511806,A310,33.27,PB
4119608,A822,41.12,PR
3539509,A764,26.99,SP
4119657,A835,40.41,PR
3151404,A560,49.62,MG
2511905,A320,36.42,PB
1717503,A051,48.47,TO
3204203,A615,21.96,ES
3151503,A565,49.77,MG
1505650,A211,0.62,PA
5217609,A045,16.16,GO
4119707,A869,38.85,PR
2924900,A407,40.06,BA
2925006,A414,43.12,BA
4314704,B846,27.79,RS
3539608,A735,5.86,SP
4119806,A855,1.62,PR
4213153,A895,22.95,SC
3151602,A748,49.58,MG
3539806,A701,28.11,SP
2611200,A309,46.76,PE
2512002,A313,25.14,PB
4314753,A882,14.66,RS
2512077,A333,37.4,PB
3151701,A567,11.25,MG
2805406,A371,22.43,SE
2805505,A419,8.37,SE
3151800,A530,24.59,MG
2925204,A456,45.41,BA
3539905,A735,35.05,SP
2611309,A301,48.99,PE
4213203,A817,21.41,SC
3540002,A763,25.99,SP
3152006,A560,5.3,MG
3540101,A727,39.53,SP
1505700,A201,47.46,PA
4119905,A819,36.71,PR
5006606,A703,2.58,MS
3540200,A747,35.99,SP
5106653,A013,9.19,MT
4119954,A847,27.23,PR
5217708,A003,44.34,GO
3540259,A733,31.38,SP
4314779,B842,32.3,RS
4213302,A860,31.23,SC
4213351,A860,19.86,SC
3152105,A510,39.23,MG
4314787,A828,17.63,RS
4213401,A858,39.04,SC
5106752,A937,16.46,MT
3540309,A729,37.3,SP
3204252,A631,27.32,ES
3152131,A547,30.32,MG
3152170,A550,19.18,MG
2925253,A428,46.99,BA
3540408,A733,25.14,SP
5218003,A005,14.85,GO
3304102,A517,37.64,RJ
2410207,A340,47.74,RN
4314803,B809,15.02,RS
2311108,A315,30.14,CE
3152204,A563,29.59,MG
1505809,A228,47.44,PA
5218102,A026,13.85,GO
4314902,A801,3.9,RS
1718006,A038,23.55,TO
4120150,B804,19.61,PR
4213500,A868,31.42,SC
2707305,A356,31.98,AL
2805604,A323,24.56,SE
1505908,A245,16.15,PA
2707404,A356,31.95,AL
2410256,A317,26.19,RN
5106802,A914,30.7,MT
5106828,A961,47.55,MT
5106851,A935,0.6,MT
3540606,A713,24.89,SP
3540705,A738,43.19,SP
3152303,A510,25.31,MG
2109007,A224,34.76,MA
1600535,A244,2.41,AP
4315008,B837,16.27,RS
4315057,A810,36.51,RS
5006903,A723,0.92,MS
3304110,A609,15.85,RJ
2707503,A353,48.6,AL
4120200,A849,41.53,PR
2925303,A427,13.99,BA
4213609,A875,32.52,SC
1100205,A925,6.97,RO
4315073,B837,31.93,RS
4120309,A875,28.47,PR
1200393,A136,0.79,AC
4315107,B837,2.94,RS
5218300,A017,0.56,GO
3152402,A527,30.15,MG
2311207,A347,37.49,CE
3540754,A769,30.28,SP
2311231,A340,39.12,CE
3152600,A529,22.22,MG
4315131,B860,17.42,RS
4213708,A863,33.25,SC
5107008,A923,28.11,MT
3540853,A707,44.78,SP
2925501,A405,44.98,BA
3540903,A747,5.47,SP
3152709,A514,18.69,MG
3541000,A765,32.82,SP
4213807,A897,24.87,SC
1718303,A225,42.91,TO
4120358,A848,31.4,PR
2512200,A334,23.45,PB
3541059,A741,39.35,SP
3152907,A516,23.77,MG
3541208,A707,19.67,SP
3153103,A510,33.86,MG
4213906,A841,25.41,SC
4120408,A835,26.61,PR
2925600,A424,13.69,BA
3541307,A759,37.25,SP
1303536,A126,3.0,AM
4214003,A817,38.34,SC
3153202,A538,43.18,MG
2109205,A203,46.36,MA
1718402,A049,49.89,TO
3204302,A622,0.91,ES
3153301,A537,44.1,MG
4315149,B816,16.67,RS
4214102,A863,29.95,SC
3153400,A562,12.6,MG
3541406,A707,1.66,SP
2925758,A444,33.78,BA
2611408,A357,44.2,PE
1506104,A226,40.01,PA
1101476,A939,44.58,RO
5107040,A923,11.44,MT
2109403,A217,34.36,MA
4214151,A848,17.84,SC
2512309,A350,41.84,PB
4315156,B860,30.21,RS
3541604,A727,19.44,SP
2805703,A421,49.06,SE
4315172,A894,38.97,RS
3153608,A569,2.58,MG
4120606,A818,25.41,PR
2410405,A344,34.62,RN
4315206,B860,15.03,RS
2512408,A313,9.58,PB
3541653,A713,49.92,SP
4315305,A831,2.01,RS
3153707,A536,23.85,MG
4120655,A825,10.76,PR
3541703,A718,31.92,SP
4120705,A821,7.54,PR
1506112,A226,30.97,PA
3304128,A609,19.75,RJ
4120804,B806,9.58,PR
4315313,A828,23.01,RS
4120853,A820,6.39,PR
2707602,A327,19.98,AL
4120903,A843,33.42,PR
2512507,A313,13.87,PB
2925808,A436,1.83,BA
3304144,A601,14.62,RJ
3541802,A768,29.48,SP
3541901,A635,19.12,SP
3153806,A513,24.56,MG
5107065,A916,2.24,MT
4121000,A824,37.49,PR
4315321,A886,37.96,RS
2925907,A442,33.54,BA
4214201,A816,37.73,SC
3542008,A768,24.62,SP
4315354,A883,10.42,RS
3304151,A620,43.57,RJ
4121208,A862,42.42,PR
2512606,A321,15.39,PB
2925931,A440,43.59,BA
2311306,A369,4.83,CE
2311355,A319,18.29,CE
2311405,A325,1.81,CE
2311504,A339,40.51,CE
3542107,A726,35.45,SP
3542206,A718,18.27,SP
4121356,A825,16.62,PR
4214300,A870,2.34,SC
2109452,A203,17.14,MA
3153905,A572,15.44,MG
3154002,A556,32.93,MG
4121406,A855,22.9,PR
4121505,A823,39.63,PR
2611606,A301,9.14,PE
3154101,A629,47.59,MG
1506138,A254,3.38,PA
2311603,A314,25.68,CE
3542305,A740,13.39,SP
4315404,A805,25.84,RS
3154150,A556,20.81,MG
2208809,A377,16.47,PI
3542404,A707,15.22,SP
3542503,A737,44.25,SP
3542602,A766,4.37,SP
4315453,B860,2.77,RS
2926004,A423,1.07,BA
2512705,A310,9.6,PB
4121604,A816,30.02,PR
3304201,A609,2.21,RJ
3154200,A514,21.07,MG
4121703,A818,40.22,PR
5107156,A936,36.0,MT
3154309,A534,28.78,MG
3154408,A502,18.27,MG
3542701,A708,10.75,SP
4315503,B854,26.11,RS
2926103,A441,48.06,BA
2512747,A310,48.54,PB
2926202,A402,43.35,BA
2512754,A313,26.15,PB
2805802,A417,23.27,SE
2926301,A441,42.13,BA
2512762,A320,48.61,PB
2410702,A340,36.49,RN
2611705,A341,30.25,PE
2512788,A348,26.13,PB
3154507,A563,35.08,MG
2208858,A374,41.74,PI
2805901,A409,28.74,SE
5218607,A015,37.5,GO
2109551,A225,42.41,MA
5007109,S715,2.51,MS
2926509,A458,2.85,BA
2926608,A458,26.66,BA
2611804,A357,27.93,PE
3542909,A711,32.26,SP
3543006,A714,29.3,SP
4121802,A716,23.16,PR
3543105,A753,22.14,SP
3154606,A521,18.11,MG
4121901,A842,22.22,PR
3543204,A716,25.25,SP
3543238,A707,37.61,SP
3543253,A715,44.16,SP
3543303,A771,27.73,SP
3543402,A747,36.65,SP
2806008,A451,15.55,SE
3543600,A525,22.8,SP
3543709,A747,28.24,SP
3543808,A768,32.72,SP
3154804,F501,21.48,MG
4122008,A823,33.36,PR
3204351,A632,26.09,ES
3304300,A667,17.12,RJ
4122156,B804,18.24,PR
5107206,A936,13.74,MT
1200401,A104,5.19,AC
4122206,B806,21.42,PR
5007208,A743,3.49,MS
3154903,A556,48.5,MG
3304409,A626,12.72,RJ
3543907,A726,34.6,SP
1100262,A940,28.5,RO
1718659,A038,22.56,TO
4214409,A859,11.67,SC
3304508,A611,23.85,RJ
3304524,A608,21.0,RJ
3544004,A726,15.53,SP
2926707,A430,47.89,BA
3304557,A652,8.45,RJ
2926806,A433,49.83,BA
4214508,A861,1.28,SC
2408953,A344,17.64,RN
4214607,A863,29.0,SC
2926905,A454,36.51,BA
4214805,A863,22.55,SC
4214706,A817,19.33,SC
4315552,B846,9.27,RS
3155207,A513,44.42,MG
2611903,A357,45.61,PE
4214904,A845,36.57,SC
4315602,A802,7.52,RS
3544103,A765,28.16,SP
2209005,A365,41.54,PI
2707701,A303,11.13,AL
3155306,A555,40.47,MG
1506161,A247,25.6,PA
4215000,A862,5.75,SC
5007307,A732,45.49,MS
4122305,A862,28.14,PR
3155405,A557,17.48,MG
3204401,A622,29.2,ES
4315701,A813,12.92,RS
3155603,A551,16.35,MG
3155801,A557,32.06,MG
3155900,A611,33.23,MG
1303569,A125,12.32,AM
5218789,A003,35.01,GO
2927002,A417,27.69,BA
4215059,A845,41.58,SC
2512903,A352,27.64,PB
5218805,A025,4.91,GO
5007406,A720,47.26,MS
4315750,B819,16.46,RS
4215075,A857,36.17,SC
3156106,A514,11.35,MG
4315800,B859,14.99,RS
3156205,A557,26.87,MG
4215109,A817,9.68,SC
4315909,A854,27.0,RS
3156304,A510,49.04,MG
2927101,A351,35.27,BA
2411007,A340,32.06,RN
1200427,A108,14.41,AC
4315958,A852,22.75,RS
4316006,B819,3.65,RS
1100288,A939,48.24,RO
4215208,A857,22.81,SC
4122503,A822,36.84,PR
4316105,B846,46.47,RS
4316204,A856,41.49,RS
4122602,A869,17.94,PR
1506187,A214,13.04,PA
5107602,A907,6.09,MT
4316303,B837,28.76,RS
3544251,A849,18.73,SP
2109601,A203,45.55,MA
3156452,A517,19.67,MG
2806107,A409,29.22,SE
5107701,A944,2.0,MT
3544301,A728,27.38,SP
2707800,A303,38.94,AL
3156502,A552,27.75,MG
3544400,A734,20.89,SP
5218904,A015,34.95,GO
3156601,A508,28.27,MG
3544509,A733,43.02,SP
2311801,A339,31.76,CE
2411106,A367,39.26,RN
2927200,A412,22.49,BA
3156700,A572,14.29,MG
4122701,A835,39.83,PR
3544608,A727,28.28,SP
3156809,A533,19.41,MG
3156908,A525,2.27,MG
4316428,A856,29.64,RS
3544707,A768,48.66,SP
2612000,A341,36.61,PE
4316436,B842,28.75,RS
3544806,A727,44.0,SP
3544905,A753,46.03,SP
3545001,A765,46.34,SP
4215307,A861,15.29,SC
2513000,A321,47.17,PB
2612109,A328,18.05,PE
2806206,A451,39.72,SE
4122800,A848,29.53,PR
2612208,A370,3.6,PE
3157005,A552,2.23,MG
2927309,A456,29.13,BA
1506203,A215,1.74,PA
2311959,A347,24.87,CE
3545100,A734,34.93,SP
2612307,A322,22.76,PE
4215356,A816,30.23,SC
3545159,A726,16.58,SP
3545209,A713,39.07,SP
3545308,A713,24.63,SP
5107750,A936,0.78,MT
4122909,A821,33.67,PR
4316451,B838,0.16,RS
4123006,A843,23.69,PR
3545407,A716,18.91,SP
4215406,A841,33.32,SC
2927408,A401,3.79,BA
4316477,A852,34.91,RS
4316501,A882,30.59,RS
1506302,A227,3.42,PA
1718808,A044,41.29,TO
4316600,B861,29.15,RS
5219001,A014,33.95,GO
1718840,A054,43.36,TO
3545506,A850,44.18,SP
4215455,A814,21.06,SC
4317103,A804,19.28,RS
3545605,A736,12.7,SP
3545704,A733,20.48,SP
4123105,A842,22.56,PR
2927507,A413,27.2,BA
3545803,A726,22.21,SP
3157252,A554,26.64,MG
3157278,A518,40.76,MG
1506351,A201,33.08,PA
4316709,A883,34.79,RS
3157302,A502,21.53,MG
2927606,A371,40.65,BA
5107248,A917,37.77,MT
4215505,A861,27.82,SC
2513158,A328,14.92,PB
4123204,A842,24.0,PR
4316733,A844,41.26,RS
3546108,A733,37.9,SP
4316758,A882,25.42,RS
2411205,A367,0.89,RN
2513208,A333,44.35,PB
2612455,A366,47.6,PE
2927705,A427,20.16,BA
2612471,A350,22.55,PE
3546207,A711,48.02,SP
3546256,A770,24.06,SP
3546306,A738,18.46,SP
5219209,A033,20.92,GO
3157336,A514,3.74,MG
3157377,A549,48.93,MG
2612505,A328,47.28,PE
2209104,A343,41.13,PI
3546405,A716,24.11,SP
4316808,A813,17.45,RS
5107743,A942,36.89,MT
3157500,A532,48.61,MG
3546504,A747,32.21,SP
4123402,A835,42.57,PR
3157609,A547,47.14,MG
1718865,A048,8.09,TO
3546603,A733,35.5,SP
2209203,A223,2.28,PI
3546702,A726,29.07,SP
4123501,A820,48.29,PR
4215554,A857,19.84,SC
2513307,A333,38.84,PB
5219308,A025,39.0,GO
2927903,A434,36.82,BA
4123600,A850,23.92,PR
2513356,A350,46.76,PB
3546801,A701,45.08,SP
5219357,A015,37.2,GO
4123709,A869,48.14,PR
1303601,S121,1.01,AM
4123808,A855,29.03,PR
1506500,A202,23.63,PA
3204500,A613,13.56,ES
3546900,A747,38.64,SP
4123824,A855,39.26,PR
2209302,A326,26.2,PI
2928059,A437,30.67,BA
3157807,A521,19.05,MG
2513406,A321,46.12,PB
2806305,A417,37.77,SE
2707909,A303,8.24,AL
1506559,A248,29.42,PA
3157906,A556,15.22,MG
4316972,A832,21.99,RS
4316907,A803,10.05,RS
2612604,A448,24.65,PE
3547007,A741,42.24,SP
2928109,A416,45.44,BA
1506583,A256,20.56,PA
3204559,A613,17.67,ES
2612703,A328,11.45,PE
4316956,B816,2.41,RS
1506609,A202,42.31,PA
1718881,A020,46.42,TO
3304607,A630,0.46,RJ
4123907,A842,30.53,PR
3547106,A762,24.33,SP
4123956,A869,33.35,PR
2513703,A320,13.98,PB
3547403,A733,25.27,SP
3159209,A530,13.19,MG
2928406,A415,1.23,BA
3159407,A502,40.55,MG
3159308,A611,47.55,MG
3159357,A554,15.59,MG
5219407,A909,2.83,GO
3159506,A534,36.22,MG
5219456,A022,16.89,GO
5007554,S716,1.42,MS
3547502,A770,29.42,SP
3159605,A531,34.83,MG
5107768,A948,0.49,MT
4317202,A810,3.65,RS
3159704,A536,38.71,MG
4215604,A845,35.58,SC
2806503,A451,30.57,SE
3547601,A770,22.55,SP
2209377,A354,24.77,PI
4215653,A808,24.45,SC
1718907,A052,7.21,TO
3547650,A733,13.06,SP
3204609,A613,6.1,ES
2928505,A434,28.6,BA
2513802,A321,18.84,PB
4317251,B859,12.71,RS
5219605,A005,46.32,GO
4215679,A861,22.03,SC
2612802,A321,40.1,PE
4124053,A846,19.85,PR
4215687,A857,36.08,SC
1720002,A224,36.1,TO
4317301,B830,2.12,RS
2928000,A436,39.65,BA
1600600,A249,12.93,AP
4317004,B821,4.52,RS
3547205,A733,23.62,SP
3158300,A515,37.11,MG
3158409,A517,27.48,MG
2513505,A373,32.45,PB
3547304,A755,10.17,SP
2312007,A306,35.17,CE
1506708,A233,1.39,PA
3158607,A625,17.15,MG
2708006,A323,46.69,AL
4124004,A821,42.87,PR
3158805,A570,34.35,MG
3158904,A556,32.03,MG
2708105,A322,41.91,AL
3158953,A511,24.51,MG
2209351,A343,18.65,PI
2806404,A421,24.61,SE
2513604,A373,18.89,PB
3159100,A513,26.37,MG
2928307,A413,21.22,BA
1506807,A250,7.48,PA
1506906,A215,34.85,PA
4317400,A833,1.85,RS
4215695,A816,30.91,SC
5107263,A902,48.65,MT
2928604,A456,37.44,BA
4215703,A806,18.36,SC
2806602,A409,18.16,SE
2110278,A217,49.94,MA
3547700,A707,29.9,SP
3547809,A771,14.79,SP
2513851,A348,47.12,PB
4317509,B844,2.55,RS
2411502,A352,46.61,RN
3547908,A561,19.9,SP
5219712,A025,43.15,GO
4317608,B839,1.94,RS
4124103,A821,27.06,PR
4317707,B849,25.58,RS
5219738,A002,20.3,GO
2928703,A406,36.69,BA
2209401,A343,21.86,PI
3304706,A604,23.82,RJ
3548005,A739,23.95,SP
3159902,A570,25.95,MG
3160009,A629,29.4,MG
4124202,A850,23.13,PR
5219753,A046,12.88,GO
3160108,A556,44.43,MG
3160207,A537,44.72,MG
3548104,A739,35.9,SP
5107792,A931,32.62,MT
5107800,A901,28.56,MT
3160405,A524,44.37,MG
4317558,B858,9.42,RS
4124301,A842,11.41,PR
3548203,A706,10.46,SP
4317756,B842,14.34,RS
3160454,A551,46.88,MG
4124400,A848,25.39,PR
1507003,A202,26.24,PA
2209450,A377,5.07,PI
4317806,A805,1.34,RS
4317905,A810,20.77,RS
2928802,A406,32.61,BA
3548302,A707,30.43,SP
4317954,B861,16.0,RS
4124509,A850,34.88,PR
3548401,A768,32.24,SP
3548500,A765,22.93,SP
3160702,A557,31.28,MG
2312304,A368,38.88,CE
2110401,A206,49.38,MA
2612901,A357,44.69,PE
2513901,A316,40.24,PB
2110500,S108,2.36,MA
3160801,A515,34.62,MG
3548609,A706,14.79,SP
4215802,A862,19.06,SC
1720101,A044,48.47,TO
2411700,A367,13.89,RN
2613008,A322,43.06,PE
4215752,A816,13.98,SC
3548708,A771,12.07,SP
4215901,A870,26.96,SC
4318002,A830,1.52,RS
2708204,A353,42.86,AL
3160900,A513,21.68,MG
2209559,A345,33.77,PI
2613107,A341,28.52,PE
3548807,A701,15.57,SP
3548906,A711,4.13,SP
4216008,A895,36.42,SC
4124608,A869,46.79,PR
2806701,A409,17.51,SE
4216057,A860,16.53,SC
2928901,A402,26.42,BA
4216107,A876,23.76,SC
2513968,A333,40.23,PB
2806800,A451,17.04,SE
5219803,A032,43.91,GO
3160959,A554,26.97,MG
1507151,A240,39.66,PA
1507201,A202,47.51,PA
2513943,A348,23.52,PB
3204658,A632,30.58,ES
3161007,A511,48.98,MG
4318051,B858,8.89,RS
2929107,A406,18.22,BA
2929008,A406,14.59,BA
5107859,A921,6.24,MT
2929057,A416,47.56,BA
1507300,A216,3.71,PA
2411809,A316,14.86,RN
3304805,A604,22.23,RJ
3549003,A733,24.3,SP
2513984,A333,34.73,PB
2806909,A421,46.58,SE
4318101,A826,42.33,RS
3304755,A607,36.45,RJ
4318200,B820,2.19,RS
3161205,A570,12.48,MG
3161304,A519,44.63,MG
2110856,A225,48.45,MA
2929206,A456,28.97,BA
3161403,A517,36.55,MG
2110906,A377,23.71,MA
1507409,A202,22.69,PA
4216206,A851,19.64,SC
4318309,A832,1.35,RS
2929255,A424,12.57,BA
1303809,A134,2.64,AM
3204708,A623,39.05,ES
5007695,A732,3.5,MS
3161502,A510,18.32,MG
3161601,A532,32.62,MG
3161650,A540,42.15,MG
3304904,A627,6.01,RJ
3161700,A528,41.36,MG
2412005,A304,14.01,RN
2209757,A364,17.87,PI
3161809,A564,21.32,MG
2209807,A362,9.26,PI
3125507,A537,37.65,MG
3162005,A515,41.06,MG
2929305,A413,26.35,BA
4318408,B812,9.61,RS
4124707,A842,38.22,PR
4124806,A843,39.47,PR
2613206,A322,14.6,PE
2111003,S108,28.89,MA
4216305,A868,37.26,SC
3162203,A516,17.94,MG
1400506,S113,18.56,RR
3305000,A607,32.08,RJ
3549102,A738,35.88,SP
2209856,A343,29.63,PI
2209872,A368,36.77,PI
3162302,A567,27.53,MG
5220058,A027,16.76,GO
1507466,A202,49.37,PA
2209906,A361,45.75,PI
4318424,B861,24.09,RS
2209955,A354,28.72,PI
3549201,A733,33.48,SP
3162450,A539,23.69,MG
3549250,A729,42.36,SP
3305109,A621,7.33,RJ
1507474,A215,26.52,PA
3162500,A514,2.75,MG
1507508,A240,28.62,PA
2209971,A338,24.92,PI
4124905,A850,30.33,PR
2514008,A348,29.6,PB
4216354,A868,36.65,SC
2312502,A332,23.03,CE
3162559,A556,14.77,MG
3162575,A540,19.65,MG
4216255,A857,35.67,SC
3162609,A554,44.24,MG
2111052,A224,45.3,MA
3549300,A762,24.4,SP
2210003,A331,1.15,PI
4318432,B854,3.89,RS
2500700,A333,19.57,PB
2412104,A316,30.32,RN
4216404,A808,16.71,SC
2514107,A334,36.0,PB
4125100,A874,18.51,PR
3162807,A533,32.49,MG
3162906,A557,26.31,MG
4216503,A815,1.81,SC
3549409,A753,26.14,SP
3162922,A535,23.4,MG
2613305,A341,26.13,PE
4318440,B858,26.67,RS
4125209,A843,17.55,PR
4125308,A835,36.88,PR
4125357,A752,46.49,PR
4216602,A806,2.05,SC
3162948,A516,33.51,MG
3549508,A708,27.07,SP
2514206,A333,19.94,PB
2708303,A322,49.84,AL
3162955,A521,20.8,MG
2708402,A323,21.93,AL
3163102,A535,25.17,MG
2929354,A437,35.15,BA
4318457,A856,24.83,RS
4125456,A820,33.97,PR
2514305,A373,19.18,PB
2514404,A321,27.22,PB
2412203,A304,26.95,RN
2514503,A333,37.82,PB
2514552,A350,33.16,PB
2111201,A203,17.25,MA
3305133,A604,24.63,RJ
3163201,A531,15.75,MG
3549607,A609,25.13,SP
2613503,A370,43.45,PE
2514602,A321,9.63,PB
2514651,A316,41.72,PB
3204807,A617,35.74,ES
2412302,A367,36.55,RN
4216701,A848,23.31,SC
4216800,A865,28.23,SC
2210052,A338,46.08,PI
2613602,A321,43.34,PE
3163409,A511,39.56,MG
4318465,B860,24.25,RS
4318481,B816,23.07,RS
4318499,A810,34.75,RS
4318507,A802,14.54,RS
4318606,B861,1.0,RS
2210201,A343,23.42,PI
5107297,A907,35.37,MT
5107305,A903,5.07,MT
3549706,A738,28.31,SP
2514701,A316,45.71,PB
2412401,A316,23.45,RN
4318614,B814,24.19,RS
3305158,A625,29.02,RJ
4318622,A829,0.97,RS
3549904,A509,39.94,SP
4125506,A807,9.6,PR
5107107,A961,10.62,MT
2514453,A310,49.0,PB
4318705,B809,6.64,RS
3163706,A529,32.36,MG
2613701,A301,8.26,PE
3549953,A771,30.38,SP
4216909,A816,5.64,SC
2210359,A345,22.15,PI
4318804,B831,4.13,RS
4217006,A814,27.6,SC
2111300,A203,7.77,MA
5220108,A027,49.4,GO
2312601,A359,43.94,CE
2210375,A343,29.58,PI
2708501,A356,3.46,AL
2111409,A220,21.38,MA
1400605,S113,33.58,RR
5220157,A015,26.24,GO
3550001,A740,10.86,SP
4318903,A852,0.87,RS
2514909,A321,26.15,PB
4125555,A869,29.5,PR
3550100,A741,29.06,SP
4319000,B817,13.85,RS
4217105,A845,48.49,SC
4319109,A805,23.73,RS
4319125,A803,24.57,RS
3204906,A616,5.08,ES
2111508,A220,42.62,MA
4125605,A874,3.88,PR
2412500,A358,36.18,RN
3550209,A715,1.52,SP
4217154,A857,28.37,SC
2929404,A434,17.65,BA
4319158,B844,41.42,RS
2515005,A320,40.48,PB
2807006,A453,20.37,SE
3163805,A510,16.45,MG
2412559,A344,16.89,RN
1507607,A248,48.7,PA
4125704,A846,37.18,PR
4217204,A857,6.92,SC
5220264,A037,42.34,GO
2210409,A361,27.22,PI
1720200,A225,12.71,TO
2708600,A355,43.66,AL
2708709,A356,20.95,AL
4319208,B837,32.66,RS
3550308,A701,4.53,SP
4319307,B837,25.78,RS
2412609,A367,46.67,RN
2412708,A304,47.47,RN
3550407,A726,34.05,SP
2111532,A214,40.24,MA
3305208,A606,16.91,RJ
4319356,A840,28.41,RS
3163904,A516,42.95,MG
4319364,A856,17.89,RS
4217253,A806,18.65,SC
4319372,A852,33.28,RS
4125753,A820,47.98,PR
4125902,A849,39.91,PR
2210508,A362,1.08,PI
4319406,B852,11.72,RS
3550506,A716,30.19,SP
3164001,A556,37.1,MG
2412807,A372,29.24,RN
2111631,A221,47.79,MA
2210607,A345,2.31,PI
3164209,A547,5.23,MG
3550605,A755,27.15,SP
3164308,A565,44.28,MG
3204955,A613,28.54,ES
1720259,A010,42.01,TO
3550704,A767,2.12,SP
2708808,A353,15.48,AL
4126009,A842,19.66,PR
3164407,A531,42.94,MG
3550803,A738,27.62,SP
2515104,A313,13.44,PB
3305307,A630,12.66,RJ
3164472,A554,30.08,MG
4319505,B814,19.82,RS
3164506,A541,46.38,MG
3164605,A564,17.82,MG
3164704,A561,13.57,MG
2929503,A456,32.92,BA
3164902,A529,19.79,MG
1720309,A044,43.67,TO
1303957,A124,13.07,AM
2515203,A334,31.23,PB
4319604,A812,43.3,RS
3550902,A770,3.16,SP
5220405,A011,9.56,GO
3165206,A515,46.65,MG
3165008,A514,34.81,MG
3165107,A561,14.67,MG
4126108,A869,39.97,PR
2412906,A367,29.94,RN
4319703,A828,24.15,RS
4319711,B859,15.3,RS
1720499,A018,33.93,TO
4319737,A805,15.99,RS
4319752,B818,26.36,RS
3551009,A765,27.88,SP
4319802,A889,1.93,RS
2613800,A328,44.19,PE
2111706,S108,21.76,MA
2515302,A320,41.95,PB
2929602,A406,11.27,BA
5107875,A911,34.99,MT
4319901,A884,7.09,RS
4126207,A871,43.3,PR
3165404,A706,13.79,MG
1507755,A247,32.81,PA
3305406,A625,32.42,RJ
4320008,B809,1.9,RS
3305505,A667,12.02,RJ
4126256,A835,7.22,PR
4320107,A856,38.88,RS
3551108,A715,33.08,SP
3165503,A532,40.97,MG
3551207,A716,48.17,SP
3165537,A555,13.96,MG
2929701,A441,47.43,BA
2708907,A303,6.09,AL
2929750,A456,29.94,BA
4126272,B804,41.77,PR
4217303,A895,40.1,SC
2929800,A440,29.65,BA
2929909,A425,44.46,BA
4217501,A858,26.13,SC
3551306,A729,28.01,SP
2210623,A415,38.51,PI
2930006,A543,40.62,BA
2210631,A346,34.43,PI
4320206,A854,10.07,RS
4320230,A805,28.78,RS
4320263,B840,6.24,RS
4320305,A883,16.05,RS
5007802,S717,1.79,MS
3165578,A509,33.46,MG
5220454,A002,15.55,GO
3165602,A629,38.53,MG
2413102,A367,42.32,RN
3165701,A510,29.06,MG
2413201,A304,36.66,RN
1200450,A104,25.69,AC
3165800,A530,34.43,MG
2111763,A225,21.86,MA
2312700,A325,46.24,CE
2708956,A323,31.2,AL
2312809,A306,45.91,CE
4320321,A810,21.93,RS
2930105,A428,4.55,BA
3166006,A510,49.59,MG
3166105,A533,18.47,MG
3166204,A502,28.92,MG
4320354,B811,14.92,RS
2930204,A423,25.3,BA
4320404,A894,6.34,RS
3166303,A556,39.13,MG
4320453,B860,38.07,RS
3305554,A601,3.21,RJ
3205002,A612,16.66,ES
4217550,A816,39.98,SC
3551405,A770,17.21,SP
2515500,A348,41.85,PB
2410306,A367,37.46,RN
2515609,A352,36.13,PB
3166600,A536,21.49,MG
2413300,A367,41.49,RN
2413359,A372,43.19,RN
2930154,A418,40.46,BA
3166808,A523,32.88,MG
3166709,A522,1.39,MG
2515708,A373,27.5,PB
3551603,A739,24.47,SP
2413409,A316,40.83,RN
5107883,A943,11.61,MT
2930402,A413,39.71,BA
2515807,A310,23.72,PB
2613909,A350,3.14,PE
3551504,A770,28.6,SP
3166907,A567,18.23,MG
2111789,A219,35.14,MA
5220504,A016,49.64,GO
3166956,A563,45.37,MG
4126355,A855,48.73,PR
2515906,A310,20.36,PB
2930501,A441,1.59,BA
2614006,A370,25.52,PE
3167103,A533,50.0,MG
2930600,A440,29.02,BA
4126405,A842,49.51,PR
2614105,A334,25.0,PE
4320503,A839,30.91,RS
4320552,B811,7.26,RS
3551702,A747,26.46,SP
2515930,A352,39.44,PB
3551801,A766,17.99,SP
